"Date","facility_name","Admissions","Attendance","Tri_1","Tri_2","Tri_3","Tri_4","Tri_5"
2013-12-29,"Joondalup Health Campus",69,270,0,37,80,143,10
2013-12-30,"Royal Perth Hospital",102,243,3,38,106,84,12
2013-12-30,"Fremantle Hospital",73,183,3,24,65,66,25
2013-12-30,"Princess Margaret Hospital For Children",33,180,4,5,39,127,4
2013-12-30,"King Edward Memorial Hospital For Women",4,52,0,0,0,32,19
2013-12-30,"Sir Charles Gairdner Hospital",138,225,3,44,125,48,5
2013-12-30,"Armadale/Kelmscott District Memorial Hospital",19,213,0,24,73,86,30
2013-12-30,"Swan District Hospital",17,140,0,19,59,44,16
2013-12-30,"Rockingham General Hospital",14,162,0,16,59,75,11
2013-12-30,"Joondalup Health Campus",85,266,0,29,112,108,16
2013-12-31,"Royal Perth Hospital",109,248,7,39,86,95,20
2013-12-31,"Fremantle Hospital",55,146,0,20,38,67,21
2013-12-31,"Princess Margaret Hospital For Children",26,163,0,5,35,118,4
2013-12-31,"King Edward Memorial Hospital For Women",3,44,0,0,4,24,15
2013-12-31,"Sir Charles Gairdner Hospital",125,190,6,40,104,38,0
2013-12-31,"Armadale/Kelmscott District Memorial Hospital",18,185,0,31,56,84,12
2013-12-31,"Swan District Hospital",18,113,3,12,29,57,12
2013-12-31,"Rockingham General Hospital",8,131,0,21,40,62,7
2013-12-31,"Joondalup Health Campus",78,236,0,36,70,113,15
2014-01-01,"Royal Perth Hospital",84,222,10,25,53,115,18
2014-01-01,"Fremantle Hospital",60,185,0,25,58,85,16
2014-01-01,"Princess Margaret Hospital For Children",22,173,0,7,31,134,0
2014-01-01,"King Edward Memorial Hospital For Women",4,33,0,0,4,19,9
2014-01-01,"Sir Charles Gairdner Hospital",118,194,0,37,91,58,7
2014-01-01,"Armadale/Kelmscott District Memorial Hospital",14,193,0,17,57,96,23
2014-01-01,"Swan District Hospital",25,128,4,27,45,44,8
2014-01-01,"Rockingham General Hospital",17,169,0,22,50,90,7
2014-01-01,"Joondalup Health Campus",76,294,0,41,76,163,12
2014-01-02,"Royal Perth Hospital",107,245,0,28,76,108,30
2014-01-02,"Fremantle Hospital",56,153,0,25,56,59,13
2014-01-02,"Princess Margaret Hospital For Children",16,164,0,0,39,121,0
2014-01-02,"King Edward Memorial Hospital For Women",6,53,0,0,6,25,22
2014-01-02,"Sir Charles Gairdner Hospital",134,189,0,36,96,44,12
2014-01-02,"Armadale/Kelmscott District Memorial Hospital",17,159,0,21,50,67,21
2014-01-02,"Swan District Hospital",31,153,0,25,53,62,13
2014-01-02,"Rockingham General Hospital",19,158,0,14,54,82,6
2014-01-02,"Joondalup Health Campus",84,254,0,35,74,131,13
2014-01-03,"Royal Perth Hospital",87,221,3,23,59,118,18
2014-01-03,"Fremantle Hospital",58,175,3,27,72,54,19
2014-01-03,"Princess Margaret Hospital For Children",28,176,0,5,55,113,3
2014-01-03,"King Edward Memorial Hospital For Women",6,58,0,0,4,28,26
2014-01-03,"Sir Charles Gairdner Hospital",116,185,0,41,85,46,11
2014-01-03,"Armadale/Kelmscott District Memorial Hospital",17,170,0,15,83,63,8
2014-01-03,"Swan District Hospital",20,125,0,11,40,53,20
2014-01-03,"Rockingham General Hospital",13,135,0,14,39,71,10
2014-01-03,"Joondalup Health Campus",71,268,0,22,108,127,11
2014-01-04,"Royal Perth Hospital",78,210,4,38,65,92,11
2014-01-04,"Fremantle Hospital",64,167,3,24,56,69,15
2014-01-04,"Princess Margaret Hospital For Children",31,165,0,3,51,107,3
2014-01-04,"King Edward Memorial Hospital For Women",4,41,0,0,6,20,15
2014-01-04,"Sir Charles Gairdner Hospital",106,167,0,37,75,46,7
2014-01-04,"Armadale/Kelmscott District Memorial Hospital",16,125,0,12,56,48,9
2014-01-04,"Swan District Hospital",34,132,0,12,56,57,5
2014-01-04,"Rockingham General Hospital",12,156,0,22,54,77,3
2014-01-04,"Joondalup Health Campus",54,237,0,29,74,119,14
2014-01-05,"Royal Perth Hospital",100,230,3,23,84,94,26
2014-01-05,"Fremantle Hospital",80,186,0,40,65,69,11
2014-01-05,"Princess Margaret Hospital For Children",24,177,0,6,37,133,0
2014-01-05,"King Edward Memorial Hospital For Women",0,28,0,0,0,19,7
2014-01-05,"Sir Charles Gairdner Hospital",106,162,0,35,67,57,0
2014-01-05,"Armadale/Kelmscott District Memorial Hospital",16,184,0,22,56,84,22
2014-01-05,"Swan District Hospital",28,112,3,18,33,48,10
2014-01-05,"Rockingham General Hospital",13,146,0,13,46,81,6
2014-01-05,"Joondalup Health Campus",67,275,0,31,98,140,6
2014-01-06,"Royal Perth Hospital",115,245,0,36,97,96,13
2014-01-06,"Fremantle Hospital",82,186,4,37,71,61,13
2014-01-06,"Princess Margaret Hospital For Children",27,141,0,6,25,103,7
2014-01-06,"King Edward Memorial Hospital For Women",6,49,0,0,4,22,23
2014-01-06,"Sir Charles Gairdner Hospital",122,207,3,55,92,49,8
2014-01-06,"Armadale/Kelmscott District Memorial Hospital",29,178,0,33,67,68,10
2014-01-06,"Swan District Hospital",39,124,0,19,44,50,9
2014-01-06,"Rockingham General Hospital",20,161,0,18,49,90,4
2014-01-06,"Joondalup Health Campus",87,275,0,39,105,119,11
2014-01-07,"Royal Perth Hospital",120,240,5,25,85,107,18
2014-01-07,"Fremantle Hospital",66,148,0,29,50,44,24
2014-01-07,"Princess Margaret Hospital For Children",24,160,0,5,30,124,0
2014-01-07,"King Edward Memorial Hospital For Women",3,40,0,0,0,19,18
2014-01-07,"Sir Charles Gairdner Hospital",150,206,0,38,112,51,5
2014-01-07,"Armadale/Kelmscott District Memorial Hospital",21,155,0,17,69,53,16
2014-01-07,"Swan District Hospital",24,140,0,31,51,54,4
2014-01-07,"Rockingham General Hospital",21,151,0,13,54,76,8
2014-01-07,"Joondalup Health Campus",67,239,0,26,81,122,10
2014-01-08,"Royal Perth Hospital",79,202,3,26,80,81,12
2014-01-08,"Fremantle Hospital",59,137,0,26,44,49,17
2014-01-08,"Princess Margaret Hospital For Children",21,175,0,8,39,122,6
2014-01-08,"King Edward Memorial Hospital For Women",5,44,0,0,6,32,6
2014-01-08,"Sir Charles Gairdner Hospital",94,169,0,46,76,42,5
2014-01-08,"Armadale/Kelmscott District Memorial Hospital",16,156,0,22,49,70,15
2014-01-08,"Swan District Hospital",19,118,0,21,46,44,6
2014-01-08,"Rockingham General Hospital",7,138,0,13,34,84,7
2014-01-08,"Joondalup Health Campus",70,235,0,34,65,124,10
2014-01-09,"Royal Perth Hospital",77,221,0,28,76,96,18
2014-01-09,"Fremantle Hospital",50,144,0,26,48,50,18
2014-01-09,"Princess Margaret Hospital For Children",20,148,0,4,33,105,4
2014-01-09,"King Edward Memorial Hospital For Women",5,42,0,0,5,20,17
2014-01-09,"Sir Charles Gairdner Hospital",120,183,6,57,80,36,4
2014-01-09,"Armadale/Kelmscott District Memorial Hospital",23,140,0,17,39,72,12
2014-01-09,"Swan District Hospital",17,113,0,23,44,43,3
2014-01-09,"Rockingham General Hospital",6,113,0,13,46,45,9
2014-01-09,"Joondalup Health Campus",71,238,0,36,90,103,9
2014-01-10,"Royal Perth Hospital",111,227,3,35,79,79,31
2014-01-10,"Fremantle Hospital",76,184,0,24,72,76,10
2014-01-10,"Princess Margaret Hospital For Children",21,132,0,8,29,93,0
2014-01-10,"King Edward Memorial Hospital For Women",6,55,0,0,0,29,23
2014-01-10,"Sir Charles Gairdner Hospital",111,164,0,32,93,37,0
2014-01-10,"Armadale/Kelmscott District Memorial Hospital",14,134,0,22,50,53,9
2014-01-10,"Swan District Hospital",26,129,0,29,43,48,8
2014-01-10,"Rockingham General Hospital",13,136,0,12,49,63,10
2014-01-10,"Joondalup Health Campus",59,247,0,21,91,125,8
2014-01-11,"Royal Perth Hospital",74,207,4,20,83,86,13
2014-01-11,"Fremantle Hospital",61,176,3,24,69,65,15
2014-01-11,"Princess Margaret Hospital For Children",28,164,0,7,33,121,3
2014-01-11,"King Edward Memorial Hospital For Women",0,30,0,0,5,17,8
2014-01-11,"Sir Charles Gairdner Hospital",107,164,0,35,76,45,6
2014-01-11,"Armadale/Kelmscott District Memorial Hospital",15,154,0,24,60,63,6
2014-01-11,"Swan District Hospital",32,133,3,15,56,57,0
2014-01-11,"Rockingham General Hospital",20,154,0,20,54,75,4
2014-01-11,"Joondalup Health Campus",72,253,3,23,92,117,18
2014-01-12,"Royal Perth Hospital",109,225,5,26,78,106,9
2014-01-12,"Fremantle Hospital",65,160,0,29,61,58,12
2014-01-12,"Princess Margaret Hospital For Children",28,214,0,5,56,148,3
2014-01-12,"King Edward Memorial Hospital For Women",0,26,0,0,4,9,11
2014-01-12,"Sir Charles Gairdner Hospital",117,179,5,54,84,30,6
2014-01-12,"Armadale/Kelmscott District Memorial Hospital",23,191,3,31,72,77,8
2014-01-12,"Swan District Hospital",24,147,0,20,53,54,19
2014-01-12,"Rockingham General Hospital",21,144,0,13,52,74,5
2014-01-12,"Joondalup Health Campus",55,259,0,28,66,145,18
2014-01-13,"Royal Perth Hospital",109,227,4,45,83,81,14
2014-01-13,"Fremantle Hospital",70,166,0,20,65,60,20
2014-01-13,"Princess Margaret Hospital For Children",32,163,0,5,41,114,0
2014-01-13,"King Edward Memorial Hospital For Women",4,45,0,0,7,16,22
2014-01-13,"Sir Charles Gairdner Hospital",121,180,0,40,74,62,3
2014-01-13,"Armadale/Kelmscott District Memorial Hospital",26,161,0,27,78,44,12
2014-01-13,"Swan District Hospital",24,125,0,26,45,52,0
2014-01-13,"Rockingham General Hospital",18,171,0,19,63,87,0
2014-01-13,"Joondalup Health Campus",78,268,0,30,108,125,5
2014-01-14,"Royal Perth Hospital",102,220,0,32,75,74,37
2014-01-14,"Fremantle Hospital",71,145,0,33,50,44,16
2014-01-14,"Princess Margaret Hospital For Children",28,166,0,8,44,110,3
2014-01-14,"King Edward Memorial Hospital For Women",10,45,0,0,3,21,19
2014-01-14,"Sir Charles Gairdner Hospital",138,204,0,47,122,25,9
2014-01-14,"Armadale/Kelmscott District Memorial Hospital",22,160,0,28,61,61,10
2014-01-14,"Swan District Hospital",32,129,0,32,39,49,8
2014-01-14,"Rockingham General Hospital",11,137,0,22,36,77,0
2014-01-14,"Joondalup Health Campus",72,240,0,31,77,118,14
2014-01-15,"Royal Perth Hospital",89,234,0,34,72,102,24
2014-01-15,"Fremantle Hospital",67,147,0,26,51,53,15
2014-01-15,"Princess Margaret Hospital For Children",34,165,0,9,35,118,0
2014-01-15,"King Edward Memorial Hospital For Women",5,51,0,0,3,32,15
2014-01-15,"Sir Charles Gairdner Hospital",104,168,0,45,67,49,7
2014-01-15,"Armadale/Kelmscott District Memorial Hospital",23,146,0,21,58,56,11
2014-01-15,"Swan District Hospital",9,101,0,26,44,26,3
2014-01-15,"Rockingham General Hospital",6,161,0,26,56,77,0
2014-01-15,"Joondalup Health Campus",70,263,0,36,76,136,13
2014-01-16,"Royal Perth Hospital",78,233,0,33,95,89,14
2014-01-16,"Fremantle Hospital",69,151,0,23,66,54,7
2014-01-16,"Princess Margaret Hospital For Children",29,158,0,5,43,107,0
2014-01-16,"King Edward Memorial Hospital For Women",4,49,0,0,6,24,19
2014-01-16,"Sir Charles Gairdner Hospital",107,184,0,43,80,53,7
2014-01-16,"Armadale/Kelmscott District Memorial Hospital",19,143,0,17,61,56,8
2014-01-16,"Swan District Hospital",23,115,0,23,40,41,9
2014-01-16,"Rockingham General Hospital",9,128,0,18,37,65,8
2014-01-16,"Joondalup Health Campus",76,262,0,24,89,136,12
2014-01-17,"Royal Perth Hospital",113,240,3,46,99,80,12
2014-01-17,"Fremantle Hospital",68,172,0,37,71,47,16
2014-01-17,"Princess Margaret Hospital For Children",25,148,0,6,34,104,3
2014-01-17,"King Edward Memorial Hospital For Women",0,47,0,0,3,24,20
2014-01-17,"Sir Charles Gairdner Hospital",123,184,0,40,99,38,5
2014-01-17,"Armadale/Kelmscott District Memorial Hospital",28,151,0,20,59,63,8
2014-01-17,"Swan District Hospital",23,130,0,25,47,35,22
2014-01-17,"Rockingham General Hospital",8,138,0,16,39,67,16
2014-01-17,"Joondalup Health Campus",63,248,0,31,82,130,3
2014-01-18,"Royal Perth Hospital",114,251,6,34,93,103,15
2014-01-18,"Fremantle Hospital",69,176,0,36,51,71,16
2014-01-18,"Princess Margaret Hospital For Children",31,161,0,8,37,115,0
2014-01-18,"King Edward Memorial Hospital For Women",0,30,0,0,4,21,5
2014-01-18,"Sir Charles Gairdner Hospital",122,195,4,39,76,67,9
2014-01-18,"Armadale/Kelmscott District Memorial Hospital",13,159,0,20,71,61,6
2014-01-18,"Swan District Hospital",18,121,0,15,54,50,0
2014-01-18,"Rockingham General Hospital",14,140,0,16,53,67,0
2014-01-18,"Joondalup Health Campus",69,266,3,29,69,149,16
2014-01-19,"Royal Perth Hospital",80,229,3,36,71,90,29
2014-01-19,"Fremantle Hospital",55,169,3,30,42,62,32
2014-01-19,"Princess Margaret Hospital For Children",27,192,4,4,36,147,0
2014-01-19,"King Edward Memorial Hospital For Women",5,34,0,0,6,18,10
2014-01-19,"Sir Charles Gairdner Hospital",117,184,0,40,85,56,0
2014-01-19,"Armadale/Kelmscott District Memorial Hospital",23,179,0,21,61,82,15
2014-01-19,"Swan District Hospital",18,136,0,24,49,51,10
2014-01-19,"Rockingham General Hospital",17,148,0,18,42,76,11
2014-01-19,"Joondalup Health Campus",74,243,0,25,62,145,9
2014-01-20,"Royal Perth Hospital",98,221,0,32,80,88,19
2014-01-20,"Fremantle Hospital",67,167,0,30,60,44,33
2014-01-20,"Princess Margaret Hospital For Children",27,161,0,10,34,112,5
2014-01-20,"King Edward Memorial Hospital For Women",8,63,0,0,8,34,19
2014-01-20,"Sir Charles Gairdner Hospital",120,185,3,32,77,68,5
2014-01-20,"Armadale/Kelmscott District Memorial Hospital",24,170,0,21,65,74,10
2014-01-20,"Swan District Hospital",23,122,0,18,50,44,9
2014-01-20,"Rockingham General Hospital",23,174,0,23,55,86,10
2014-01-20,"Joondalup Health Campus",78,236,0,25,71,134,5
2014-01-21,"Royal Perth Hospital",84,221,5,27,75,106,8
2014-01-21,"Fremantle Hospital",70,164,0,41,52,58,12
2014-01-21,"Princess Margaret Hospital For Children",26,165,0,5,41,118,0
2014-01-21,"King Edward Memorial Hospital For Women",6,38,0,0,3,11,24
2014-01-21,"Sir Charles Gairdner Hospital",129,178,3,49,86,32,8
2014-01-21,"Armadale/Kelmscott District Memorial Hospital",28,165,0,24,62,65,13
2014-01-21,"Swan District Hospital",21,129,0,14,53,60,0
2014-01-21,"Rockingham General Hospital",22,153,0,19,67,64,3
2014-01-21,"Joondalup Health Campus",81,234,0,32,82,112,7
2014-01-22,"Royal Perth Hospital",76,231,7,35,69,92,28
2014-01-22,"Fremantle Hospital",74,153,0,29,64,47,13
2014-01-22,"Princess Margaret Hospital For Children",17,133,0,10,28,89,5
2014-01-22,"King Edward Memorial Hospital For Women",7,42,0,0,5,25,10
2014-01-22,"Sir Charles Gairdner Hospital",122,183,6,42,92,38,5
2014-01-22,"Armadale/Kelmscott District Memorial Hospital",22,152,0,31,65,48,7
2014-01-22,"Swan District Hospital",23,125,0,26,58,36,4
2014-01-22,"Rockingham General Hospital",18,136,0,17,42,68,8
2014-01-22,"Joondalup Health Campus",60,241,0,28,97,107,7
2014-01-23,"Royal Perth Hospital",90,216,3,40,64,92,17
2014-01-23,"Fremantle Hospital",70,159,0,29,66,49,13
2014-01-23,"Princess Margaret Hospital For Children",31,144,0,11,35,95,3
2014-01-23,"King Edward Memorial Hospital For Women",5,42,0,0,5,23,14
2014-01-23,"Sir Charles Gairdner Hospital",104,177,4,45,93,29,6
2014-01-23,"Armadale/Kelmscott District Memorial Hospital",28,175,0,29,59,71,15
2014-01-23,"Swan District Hospital",16,109,0,19,40,45,5
2014-01-23,"Rockingham General Hospital",12,134,0,13,49,60,10
2014-01-23,"Joondalup Health Campus",71,249,3,24,68,150,4
2014-01-24,"Royal Perth Hospital",96,226,6,26,79,105,10
2014-01-24,"Fremantle Hospital",75,176,0,22,70,54,30
2014-01-24,"Princess Margaret Hospital For Children",27,156,0,4,32,119,0
2014-01-24,"King Edward Memorial Hospital For Women",5,45,0,0,3,19,22
2014-01-24,"Sir Charles Gairdner Hospital",113,179,3,40,95,38,3
2014-01-24,"Armadale/Kelmscott District Memorial Hospital",16,165,3,18,61,67,16
2014-01-24,"Swan District Hospital",29,128,0,24,46,53,5
2014-01-24,"Rockingham General Hospital",10,138,0,15,54,62,6
2014-01-24,"Joondalup Health Campus",71,260,0,35,107,108,10
2014-01-25,"Royal Perth Hospital",94,267,4,40,73,125,25
2014-01-25,"Fremantle Hospital",70,193,0,24,64,86,17
2014-01-25,"Princess Margaret Hospital For Children",19,169,0,8,31,125,3
2014-01-25,"King Edward Memorial Hospital For Women",5,35,0,0,5,19,10
2014-01-25,"Sir Charles Gairdner Hospital",112,195,5,52,90,45,3
2014-01-25,"Armadale/Kelmscott District Memorial Hospital",25,183,0,18,59,89,15
2014-01-25,"Swan District Hospital",22,138,0,19,54,55,10
2014-01-25,"Rockingham General Hospital",5,134,0,12,48,71,3
2014-01-25,"Joondalup Health Campus",86,271,0,40,92,124,13
2014-01-26,"Royal Perth Hospital",106,265,3,36,86,110,29
2014-01-26,"Fremantle Hospital",63,171,0,45,58,62,5
2014-01-26,"Princess Margaret Hospital For Children",21,171,0,6,32,130,0
2014-01-26,"King Edward Memorial Hospital For Women",3,27,0,0,0,13,11
2014-01-26,"Sir Charles Gairdner Hospital",129,212,0,50,98,56,6
2014-01-26,"Armadale/Kelmscott District Memorial Hospital",19,176,0,31,50,89,6
2014-01-26,"Swan District Hospital",25,153,0,21,62,61,9
2014-01-26,"Rockingham General Hospital",19,149,0,18,48,70,11
2014-01-26,"Joondalup Health Campus",63,269,0,31,82,148,7
2014-01-27,"Royal Perth Hospital",101,257,0,37,77,129,11
2014-01-27,"Fremantle Hospital",68,194,3,33,63,66,29
2014-01-27,"Princess Margaret Hospital For Children",28,187,0,6,41,138,0
2014-01-27,"King Edward Memorial Hospital For Women",4,28,0,0,4,18,6
2014-01-27,"Sir Charles Gairdner Hospital",129,237,0,40,102,78,16
2014-01-27,"Armadale/Kelmscott District Memorial Hospital",17,220,0,18,96,97,9
2014-01-27,"Swan District Hospital",28,148,0,25,64,52,7
2014-01-27,"Rockingham General Hospital",11,169,0,17,58,92,0
2014-01-27,"Joondalup Health Campus",62,309,3,29,89,158,30
2014-01-28,"Royal Perth Hospital",99,247,6,29,89,101,22
2014-01-28,"Fremantle Hospital",60,169,0,30,55,59,24
2014-01-28,"Princess Margaret Hospital For Children",32,167,0,10,33,122,0
2014-01-28,"King Edward Memorial Hospital For Women",0,53,0,0,0,28,23
2014-01-28,"Sir Charles Gairdner Hospital",140,217,4,42,106,58,7
2014-01-28,"Armadale/Kelmscott District Memorial Hospital",22,177,0,13,80,67,15
2014-01-28,"Swan District Hospital",33,141,0,22,65,43,10
2014-01-28,"Rockingham General Hospital",9,163,0,8,58,85,10
2014-01-28,"Joondalup Health Campus",83,293,0,27,76,167,22
2014-01-29,"Royal Perth Hospital",105,233,4,34,91,91,13
2014-01-29,"Fremantle Hospital",73,163,3,24,72,46,18
2014-01-29,"Princess Margaret Hospital For Children",36,177,0,8,48,116,4
2014-01-29,"King Edward Memorial Hospital For Women",0,38,0,0,3,25,10
2014-01-29,"Sir Charles Gairdner Hospital",137,201,6,44,105,43,3
2014-01-29,"Armadale/Kelmscott District Memorial Hospital",24,161,0,20,61,70,9
2014-01-29,"Swan District Hospital",5,120,0,9,54,48,7
2014-01-29,"Rockingham General Hospital",14,150,0,12,52,77,9
2014-01-29,"Joondalup Health Campus",76,257,3,24,82,133,15
2014-01-30,"Royal Perth Hospital",93,222,4,46,78,74,20
2014-01-30,"Fremantle Hospital",70,175,0,32,62,66,14
2014-01-30,"Princess Margaret Hospital For Children",34,172,0,7,49,115,0
2014-01-30,"King Edward Memorial Hospital For Women",0,33,0,0,0,22,9
2014-01-30,"Sir Charles Gairdner Hospital",119,177,0,39,83,47,8
2014-01-30,"Armadale/Kelmscott District Memorial Hospital",19,151,0,26,45,75,5
2014-01-30,"Swan District Hospital",37,148,0,33,55,53,6
2014-01-30,"Rockingham General Hospital",16,147,0,17,45,81,3
2014-01-30,"Joondalup Health Campus",80,243,0,26,77,119,20
2014-01-31,"Royal Perth Hospital",102,241,6,43,80,96,16
2014-01-31,"Fremantle Hospital",63,147,0,38,40,53,15
2014-01-31,"Princess Margaret Hospital For Children",33,169,0,9,41,115,4
2014-01-31,"King Edward Memorial Hospital For Women",0,58,0,0,11,24,23
2014-01-31,"Sir Charles Gairdner Hospital",132,181,3,43,81,52,0
2014-01-31,"Armadale/Kelmscott District Memorial Hospital",23,159,0,32,60,56,11
2014-01-31,"Swan District Hospital",22,109,0,21,50,35,0
2014-01-31,"Rockingham General Hospital",15,159,0,29,49,74,6
2014-01-31,"Joondalup Health Campus",71,266,0,28,85,129,23
2014-02-01,"Royal Perth Hospital",106,235,0,38,83,94,17
2014-02-01,"Fremantle Hospital",49,165,0,18,56,58,31
2014-02-01,"Princess Margaret Hospital For Children",22,172,0,7,36,127,0
2014-02-01,"King Edward Memorial Hospital For Women",4,34,0,0,4,25,5
2014-02-01,"Sir Charles Gairdner Hospital",114,169,0,46,85,35,0
2014-02-01,"Armadale/Kelmscott District Memorial Hospital",15,168,0,27,51,64,24
2014-02-01,"Swan District Hospital",18,125,0,15,47,55,7
2014-02-01,"Rockingham General Hospital",11,149,0,12,51,76,10
2014-02-01,"Joondalup Health Campus",57,244,0,28,86,122,8
2014-02-02,"Royal Perth Hospital",93,249,3,30,88,111,17
2014-02-02,"Fremantle Hospital",64,171,0,29,57,63,21
2014-02-02,"Princess Margaret Hospital For Children",32,203,0,4,38,160,0
2014-02-02,"King Edward Memorial Hospital For Women",3,35,0,0,0,25,8
2014-02-02,"Sir Charles Gairdner Hospital",131,196,4,38,98,53,3
2014-02-02,"Armadale/Kelmscott District Memorial Hospital",11,173,0,12,47,89,23
2014-02-02,"Swan District Hospital",18,143,0,20,37,70,16
2014-02-02,"Rockingham General Hospital",17,148,0,18,39,73,16
2014-02-02,"Joondalup Health Campus",83,287,4,35,105,138,5
2014-02-03,"Royal Perth Hospital",96,227,4,31,81,101,10
2014-02-03,"Fremantle Hospital",62,140,0,34,51,44,10
2014-02-03,"Princess Margaret Hospital For Children",26,140,0,9,41,86,3
2014-02-03,"King Edward Memorial Hospital For Women",8,54,0,0,3,29,21
2014-02-03,"Sir Charles Gairdner Hospital",112,193,0,46,70,61,14
2014-02-03,"Armadale/Kelmscott District Memorial Hospital",23,159,0,24,68,58,8
2014-02-03,"Swan District Hospital",22,132,0,18,40,65,8
2014-02-03,"Rockingham General Hospital",19,163,0,20,57,83,3
2014-02-03,"Joondalup Health Campus",76,245,0,24,86,124,10
2014-02-04,"Royal Perth Hospital",105,239,7,40,83,93,16
2014-02-04,"Fremantle Hospital",69,152,0,31,43,68,9
2014-02-04,"Princess Margaret Hospital For Children",32,148,0,0,32,113,0
2014-02-04,"King Edward Memorial Hospital For Women",0,51,0,0,3,27,21
2014-02-04,"Sir Charles Gairdner Hospital",115,185,4,50,72,50,9
2014-02-04,"Armadale/Kelmscott District Memorial Hospital",25,162,0,18,67,58,19
2014-02-04,"Swan District Hospital",11,140,0,23,50,54,11
2014-02-04,"Rockingham General Hospital",24,133,0,17,44,64,7
2014-02-04,"Joondalup Health Campus",85,238,0,37,96,95,9
2014-02-05,"Royal Perth Hospital",107,233,10,45,64,80,33
2014-02-05,"Fremantle Hospital",73,184,4,42,66,62,10
2014-02-05,"Princess Margaret Hospital For Children",24,186,0,3,53,127,0
2014-02-05,"King Edward Memorial Hospital For Women",5,36,0,0,3,23,10
2014-02-05,"Sir Charles Gairdner Hospital",109,185,0,55,90,34,5
2014-02-05,"Armadale/Kelmscott District Memorial Hospital",21,159,0,23,46,75,14
2014-02-05,"Swan District Hospital",23,111,0,18,41,45,7
2014-02-05,"Rockingham General Hospital",16,146,0,21,47,71,7
2014-02-05,"Joondalup Health Campus",77,244,0,41,83,119,0
2014-02-06,"Royal Perth Hospital",100,242,4,35,88,89,25
2014-02-06,"Fremantle Hospital",80,168,0,35,65,57,10
2014-02-06,"Princess Margaret Hospital For Children",26,170,0,6,50,114,0
2014-02-06,"King Edward Memorial Hospital For Women",0,38,0,0,0,18,19
2014-02-06,"Sir Charles Gairdner Hospital",118,187,0,53,89,41,3
2014-02-06,"Armadale/Kelmscott District Memorial Hospital",24,173,0,22,71,66,14
2014-02-06,"Swan District Hospital",26,136,0,20,53,51,10
2014-02-06,"Rockingham General Hospital",15,135,0,11,46,73,5
2014-02-06,"Joondalup Health Campus",68,235,0,30,72,125,7
2014-02-07,"Royal Perth Hospital",87,238,0,36,79,104,17
2014-02-07,"Fremantle Hospital",71,157,0,29,60,48,19
2014-02-07,"Princess Margaret Hospital For Children",21,145,0,3,27,108,6
2014-02-07,"King Edward Memorial Hospital For Women",6,48,0,0,3,27,16
2014-02-07,"Sir Charles Gairdner Hospital",110,178,0,34,80,52,10
2014-02-07,"Armadale/Kelmscott District Memorial Hospital",17,169,3,27,59,72,8
2014-02-07,"Swan District Hospital",23,132,0,19,52,52,7
2014-02-07,"Rockingham General Hospital",23,157,0,16,53,78,9
2014-02-07,"Joondalup Health Campus",74,267,0,34,89,138,5
2014-02-08,"Royal Perth Hospital",110,231,7,28,82,104,10
2014-02-08,"Fremantle Hospital",70,158,4,36,55,47,16
2014-02-08,"Princess Margaret Hospital For Children",36,189,0,11,51,126,0
2014-02-08,"King Edward Memorial Hospital For Women",8,33,0,0,0,25,6
2014-02-08,"Sir Charles Gairdner Hospital",118,184,0,40,88,46,8
2014-02-08,"Armadale/Kelmscott District Memorial Hospital",15,168,0,23,69,59,16
2014-02-08,"Swan District Hospital",25,125,0,19,51,48,6
2014-02-08,"Rockingham General Hospital",16,160,0,16,56,85,3
2014-02-08,"Joondalup Health Campus",62,257,3,33,96,113,12
2014-02-09,"Royal Perth Hospital",102,237,6,35,76,102,18
2014-02-09,"Fremantle Hospital",63,163,0,21,51,72,17
2014-02-09,"Princess Margaret Hospital For Children",34,212,0,0,50,159,0
2014-02-09,"King Edward Memorial Hospital For Women",5,32,0,0,6,20,6
2014-02-09,"Sir Charles Gairdner Hospital",131,205,6,51,106,39,3
2014-02-09,"Armadale/Kelmscott District Memorial Hospital",18,171,0,23,57,85,6
2014-02-09,"Swan District Hospital",17,134,0,25,54,49,4
2014-02-09,"Rockingham General Hospital",19,149,0,20,59,67,3
2014-02-09,"Joondalup Health Campus",57,263,0,34,83,138,8
2014-02-10,"Royal Perth Hospital",107,244,4,39,64,122,15
2014-02-10,"Fremantle Hospital",58,151,0,23,59,48,20
2014-02-10,"Princess Margaret Hospital For Children",31,174,0,6,43,122,3
2014-02-10,"King Edward Memorial Hospital For Women",8,46,0,0,5,21,19
2014-02-10,"Sir Charles Gairdner Hospital",123,186,4,31,78,68,5
2014-02-10,"Armadale/Kelmscott District Memorial Hospital",20,163,0,16,68,63,15
2014-02-10,"Swan District Hospital",17,140,0,19,52,54,14
2014-02-10,"Rockingham General Hospital",17,167,0,19,48,72,27
2014-02-10,"Joondalup Health Campus",74,262,0,30,77,151,3
2014-02-11,"Royal Perth Hospital",121,240,4,36,68,120,11
2014-02-11,"Fremantle Hospital",75,172,0,25,55,66,25
2014-02-11,"Princess Margaret Hospital For Children",34,192,0,11,39,138,0
2014-02-11,"King Edward Memorial Hospital For Women",3,48,0,0,0,21,24
2014-02-11,"Sir Charles Gairdner Hospital",118,178,3,34,80,54,7
2014-02-11,"Armadale/Kelmscott District Memorial Hospital",20,165,0,28,66,62,7
